numberr,Time,Source,Destination,Protocol,Length,Source Port,Destination Port,Info,messages
984,234.189371,91.121.93.94,10.0.2.15,MQTT,62,1883,46495,Publish Received (id=27),
985,234.2329097,10.0.2.15,3.65.137.17,MQTT,195,41083,1883,Publish Message [university/department2],"{""unit"": ""C"", ""long"": 54, ""description"": ""Room Temperature"", ""lat"": 79, ""range"": [1, 41], ""type"": ""temperature""}"
986,234.2989634,10.0.2.15,91.121.93.94,MQTT,201,46495,1883,Publish Message (id=28) [metaverse/facility2/area0],"{""unit"": ""F"", ""long"": 62, ""description"": ""Room Temperature"", ""lat"": 67, ""range"": [9, 57], ""type"": ""temperature""}"
987,234.3293031,91.121.93.94,10.0.2.15,MQTT,62,1883,46495,Publish Ack (id=28),
988,234.3293327,91.121.93.94,10.0.2.15,MQTT,200,1883,35239,Publish Message (id=25) [metaverse/facility2/area0],"{""unit"": ""F"", ""long"": 62, ""description"": ""Room Temperature"", ""lat"": 67, ""range"": [9, 57], ""type"": ""temperature""}"
989,234.3295777,10.0.2.15,91.121.93.94,MQTT,60,35239,1883,Publish Ack (id=25),
990,234.5904522,127.0.0.1,127.0.0.1,MQTT,206,51249,1883,Publish Message [metaverse/room1/room6],"{""unit"": ""F"", ""long"": 62, ""description"": ""Room Temperature"", ""lat"": 96, ""range"": [1, 34], ""type"": ""temperature""}"
991,234.6409568,10.0.2.15,91.121.93.94,MQTT,187,47383,1883,Publish Message [factory/room1],"{""unit"": ""K"", ""long"": 76, ""description"": ""Room Temperature"", ""lat"": 66, ""range"": [4, 49], ""type"": ""temperature""}"
992,235.0008965,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=18),
993,235.0009616,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=15),
994,235.0009991,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=11),
995,235.4179255,10.0.2.15,91.121.93.94,MQTT,209,46495,1883,Publish Message [university/building2/area0/deposit],"{""unit"": ""K"", ""long"": 98, ""description"": ""Room Temperature"", ""lat"": 53, ""range"": [10, 48], ""type"": ""temperature""}"
996,235.4191456,10.0.2.15,91.121.93.94,MQTT,196,56513,1883,Publish Message (id=30) [hospital/room1/floor3],"{""unit"": ""K"", ""long"": 81, ""description"": ""Room Temperature"", ""lat"": 65, ""range"": [7, 39], ""type"": ""temperature""}"
997,235.4459633,91.121.93.94,10.0.2.15,MQTT,208,1883,35239,Publish Message [university/building2/area0/deposit],"{""unit"": ""K"", ""long"": 98, ""description"": ""Room Temperature"", ""lat"": 53, ""range"": [10, 48], ""type"": ""temperature""}"
998,235.4459813,91.121.93.94,10.0.2.15,MQTT,208,1883,43133,Publish Message [university/building2/area0/deposit],"{""unit"": ""K"", ""long"": 98, ""description"": ""Room Temperature"", ""lat"": 53, ""range"": [10, 48], ""type"": ""temperature""}"
999,235.450658,91.121.93.94,10.0.2.15,MQTT,62,1883,56513,Publish Ack (id=30),
1000,235.8040078,127.0.0.1,127.0.0.1,MQTT,209,57679,1883,Publish Message (id=37) [metaverse/room1/room6],"{""unit"": ""K"", ""long"": 98, ""description"": ""Room Temperature"", ""lat"": 100, ""range"": [4, 60], ""type"": ""temperature""}"
1001,235.8041536,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Ack (id=37),
1002,236.5381059,10.0.2.15,91.121.93.94,MQTT,195,56513,1883,Publish Message (id=31) [hospital/department2],"{""unit"": ""F"", ""long"": 71, ""description"": ""Room Temperature"", ""lat"": 40, ""range"": [4, 41], ""type"": ""temperature""}"
1003,236.6335115,91.121.93.94,10.0.2.15,MQTT,62,1883,56513,Publish Ack (id=31),
1004,236.829795,10.0.2.15,91.121.93.94,MQTT,215,46495,1883,Publish Message [hospital/facility2/floor3/hydraulic_valve],"{""unit"": ""F"", ""long"": 52, ""description"": ""Room Temperature"", ""lat"": 71, ""range"": [0, 34], ""type"": ""temperature""}"
1005,236.8918582,10.0.2.15,3.65.137.17,MQTT,199,41083,1883,Publish Message [hospital/department2/area0],"{""unit"": ""F"", ""long"": 50, ""description"": ""Room Temperature"", ""lat"": 55, ""range"": [4, 60], ""type"": ""temperature""}"
1006,236.9163388,52.29.173.150,10.0.2.15,MQTT,200,1883,60609,Publish Message [hospital/department2/area0],"{""unit"": ""F"", ""long"": 50, ""description"": ""Room Temperature"", ""lat"": 55, ""range"": [4, 60], ""type"": ""temperature""}"
1007,236.9166379,52.29.173.150,10.0.2.15,MQTT,200,1883,57265,Publish Message [hospital/department2/area0],"{""unit"": ""F"", ""long"": 50, ""description"": ""Room Temperature"", ""lat"": 55, ""range"": [4, 60], ""type"": ""temperature""}"
1008,236.9232425,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=19),
1009,236.9232721,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=13),
1010,237.1168376,127.0.0.1,127.0.0.1,MQTT,210,47681,1883,Publish Message [metaverse/building2/area0],"{""unit"": ""C"", ""long"": 85, ""description"": ""Room Temperature"", ""lat"": 56, ""range"": [9, 49], ""type"": ""temperature""}"
1011,237.1664235,10.0.2.15,91.121.93.94,MQTT,213,46495,1883,Publish Message (id=31) [metaverse/facility2/section2/humidity],"{""unit"": ""C"", ""long"": 77, ""description"": ""Room Temperature"", ""lat"": 62, ""range"": [6, 33], ""type"": ""temperature""}"
1012,237.2010357,91.121.93.94,10.0.2.15,MQTT,62,1883,46495,Publish Received (id=31),
1013,237.3521625,10.0.2.15,91.121.93.94,MQTT,202,46495,1883,Publish Message [factory/department2/section2],"{""unit"": ""K"", ""long"": 55, ""description"": ""Room Temperature"", ""lat"": 88, ""range"": [3, 46], ""type"": ""temperature""}"
1014,237.3565427,127.0.0.1,127.0.0.1,MQTT,228,57679,1883,Publish Message (id=38) [university/building2/section2/temperature],"{""unit"": ""F"", ""long"": 68, ""description"": ""Room Temperature"", ""lat"": 98, ""range"": [8, 31], ""type"": ""temperature""}"
1015,237.3566928,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Ack (id=38),
1016,237.5459586,10.0.2.15,91.121.93.94,MQTT,201,46495,1883,Publish Message (id=33) [hospital/building2/floor3],"{""unit"": ""C"", ""long"": 51, ""description"": ""Room Temperature"", ""lat"": 93, ""range"": [2, 30], ""type"": ""temperature""}"
1017,237.5832757,91.121.93.94,10.0.2.15,MQTT,62,1883,46495,Publish Ack (id=33),
1018,237.9015208,127.0.0.1,127.0.0.1,MQTT,217,47681,1883,Publish Message [hospital/building2/area0/deposit],"{""unit"": ""K"", ""long"": 89, ""description"": ""Room Temperature"", ""lat"": 73, ""range"": [9, 51], ""type"": ""temperature""}"
1019,237.9017062,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=3),
1020,237.9017289,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=22),
1021,238.2722626,10.0.2.15,3.65.137.17,MQTT,191,41083,1883,Publish Message [hospital/facility2],"{""unit"": ""K"", ""long"": 92, ""description"": ""Room Temperature"", ""lat"": 81, ""range"": [7, 34], ""type"": ""temperature""}"
1022,238.2926681,52.29.173.150,10.0.2.15,MQTT,192,1883,60609,Publish Message [hospital/facility2],"{""unit"": ""K"", ""long"": 92, ""description"": ""Room Temperature"", ""lat"": 81, ""range"": [7, 34], ""type"": ""temperature""}"
1023,238.2927108,3.65.137.17,10.0.2.15,MQTT,191,1883,34039,Publish Message [hospital/facility2],"{""unit"": ""K"", ""long"": 92, ""description"": ""Room Temperature"", ""lat"": 81, ""range"": [7, 34], ""type"": ""temperature""}"
1024,238.2929295,52.29.173.150,10.0.2.15,MQTT,192,1883,57265,Publish Message [hospital/facility2],"{""unit"": ""K"", ""long"": 92, ""description"": ""Room Temperature"", ""lat"": 81, ""range"": [7, 34], ""type"": ""temperature""}"
1025,238.8377322,10.0.2.15,91.121.93.94,MQTT,202,46495,1883,Publish Message (id=34) [university/building2/area0],"{""unit"": ""F"", ""long"": 83, ""description"": ""Room Temperature"", ""lat"": 86, ""range"": [8, 44], ""type"": ""temperature""}"
1026,238.8451781,127.0.0.1,127.0.0.1,MQTT,221,51249,1883,Publish Message [hospital/department2/room6/pollution],"{""unit"": ""C"", ""long"": 64, ""description"": ""Room Temperature"", ""lat"": 91, ""range"": [8, 34], ""type"": ""temperature""}"
1027,238.8687521,91.121.93.94,10.0.2.15,MQTT,62,1883,46495,Publish Received (id=34),
1028,238.9457313,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=14),
1029,238.9791424,10.0.2.15,3.65.137.17,MQTT,198,41083,1883,Publish Message [factory/department2/room6],"{""unit"": ""C"", ""long"": 86, ""description"": ""Room Temperature"", ""lat"": 54, ""range"": [8, 31], ""type"": ""temperature""}"
1030,239.1353302,10.0.2.15,3.65.137.17,MQTT,103,41083,1883,Publish Message [university/department2/section2/temperature],
1031,239.7399231,127.0.0.1,127.0.0.1,MQTT,98,57679,1883,Publish Message [hospital/department2/room6],
1032,239.7715621,127.0.0.1,127.0.0.1,MQTT,223,38975,1883,Publish Message [metaverse/department2/section2/deposit],"{""unit"": ""F"", ""long"": 56, ""description"": ""Room Temperature"", ""lat"": 99, ""range"": [1, 37], ""type"": ""temperature""}"
1033,239.8962959,127.0.0.1,127.0.0.1,MQTT,96,57679,1883,Publish Message [hospital/facility2/room6],
1034,239.8966044,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=15),
1035,240.4516131,10.0.2.15,91.121.93.94,MQTT,210,56513,1883,Publish Message [university/department2/room6/humidity],"{""unit"": ""C"", ""long"": 48, ""description"": ""Room Temperature"", ""lat"": 48, ""range"": [7, 56], ""type"": ""temperature""}"
1036,240.4791598,91.121.93.94,10.0.2.15,MQTT,210,1883,35239,Publish Message [university/department2/room6/humidity],"{""unit"": ""C"", ""long"": 48, ""description"": ""Room Temperature"", ""lat"": 48, ""range"": [7, 56], ""type"": ""temperature""}"
1037,240.4791985,91.121.93.94,10.0.2.15,MQTT,210,1883,43133,Publish Message [university/department2/room6/humidity],"{""unit"": ""C"", ""long"": 48, ""description"": ""Room Temperature"", ""lat"": 48, ""range"": [7, 56], ""type"": ""temperature""}"
1038,240.8073947,127.0.0.1,127.0.0.1,MQTT,213,51249,1883,Publish Message [metaverse/facility2/section2],"{""unit"": ""K"", ""long"": 53, ""description"": ""Room Temperature"", ""lat"": 63, ""range"": [2, 37], ""type"": ""temperature""}"
1039,240.9057758,10.0.2.15,91.121.93.94,MQTT,94,56513,1883,Publish Message [hospital/building2/floor3/humidity],
1040,241.0094834,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=1),
1041,241.0095476,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=21),
1042,241.6826234,127.0.0.1,127.0.0.1,MQTT,199,57679,1883,Publish Message [hospital/room1],"{""unit"": ""F"", ""long"": 62, ""description"": ""Room Temperature"", ""lat"": 79, ""range"": [1, 34], ""type"": ""temperature""}"
1043,241.8547042,10.0.2.15,3.65.137.17,MQTT,199,41083,1883,Publish Message [factory/department2/area0],"{""unit"": ""F"", ""long"": 95, ""description"": ""Room Temperature"", ""lat"": 57, ""range"": [10, 30], ""type"": ""temperature""}"
1044,241.9842132,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=23),
1045,241.9842412,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=3),
1046,241.9842558,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=4),
1047,241.9842704,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=16),
1048,242.2013744,127.0.0.1,127.0.0.1,MQTT,218,51249,1883,Publish Message [factory/building2/area0/pollution],"{""unit"": ""K"", ""long"": 87, ""description"": ""Room Temperature"", ""lat"": 47, ""range"": [9, 42], ""type"": ""temperature""}"
1049,243.0174131,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=25),
1050,243.3244818,10.0.2.15,91.121.93.94,MQTT,201,46495,1883,Publish Message [university/facility2/floor3],"{""unit"": ""K"", ""long"": 96, ""description"": ""Room Temperature"", ""lat"": 42, ""range"": [3, 51], ""type"": ""temperature""}"
1051,243.3541091,91.121.93.94,10.0.2.15,MQTT,200,1883,35239,Publish Message [university/facility2/floor3],"{""unit"": ""K"", ""long"": 96, ""description"": ""Room Temperature"", ""lat"": 42, ""range"": [3, 51], ""type"": ""temperature""}"
1052,243.3541522,91.121.93.94,10.0.2.15,MQTT,200,1883,43133,Publish Message [university/facility2/floor3],"{""unit"": ""K"", ""long"": 96, ""description"": ""Room Temperature"", ""lat"": 42, ""range"": [3, 51], ""type"": ""temperature""}"
1053,243.4395458,10.0.2.15,91.121.93.94,MQTT,210,56513,1883,Publish Message [hospital/building2/room6/temperature],"{""unit"": ""C"", ""long"": 69, ""description"": ""Room Temperature"", ""lat"": 100, ""range"": [7, 58], ""type"": ""temperature""}"
1054,243.7852613,127.0.0.1,127.0.0.1,MQTT,218,57679,1883,Publish Message [metaverse/room1/section2/humidity],"{""unit"": ""C"", ""long"": 78, ""description"": ""Room Temperature"", ""lat"": 88, ""range"": [0, 48], ""type"": ""temperature""}"
1055,243.9865802,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=3),
1056,243.9866513,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=25),
1057,244.9916328,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=26),
1058,245.0025563,127.0.0.1,127.0.0.1,MQTT,208,51249,1883,Publish Message [university/department2],"{""unit"": ""K"", ""long"": 91, ""description"": ""Room Temperature"", ""lat"": 44, ""range"": [10, 43], ""type"": ""temperature""}"
1059,245.0784981,10.0.2.15,91.121.93.94,MQTT,193,56513,1883,Publish Message [hospital/department2],"{""unit"": ""K"", ""long"": 94, ""description"": ""Room Temperature"", ""lat"": 73, ""range"": [6, 36], ""type"": ""temperature""}"
1060,245.6808121,127.0.0.1,127.0.0.1,MQTT,210,57679,1883,Publish Message [hospital/building2/floor3],"{""unit"": ""C"", ""long"": 58, ""description"": ""Room Temperature"", ""lat"": 81, ""range"": [5, 35], ""type"": ""temperature""}"
1061,245.7549901,127.0.0.1,127.0.0.1,MQTT,204,38975,1883,Publish Message [metaverse/facility2],"{""unit"": ""C"", ""long"": 53, ""description"": ""Room Temperature"", ""lat"": 44, ""range"": [5, 45], ""type"": ""temperature""}"
1062,245.9564206,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=27),
1063,246.1890241,127.0.0.1,127.0.0.1,MQTT,104,47681,1883,Publish Message [hospital/department2/area0/light],
1064,246.3152812,10.0.2.15,3.65.137.17,MQTT,200,41083,1883,Publish Message [metaverse/building2/floor3],"{""unit"": ""F"", ""long"": 68, ""description"": ""Room Temperature"", ""lat"": 100, ""range"": [9, 55], ""type"": ""temperature""}"
1065,246.3773256,10.0.2.15,91.121.93.94,MQTT,191,56513,1883,Publish Message [hospital/facility2],"{""unit"": ""C"", ""long"": 68, ""description"": ""Room Temperature"", ""lat"": 88, ""range"": [5, 46], ""type"": ""temperature""}"
1066,246.9935512,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=5),
1067,246.9935898,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=9),
1068,246.9936116,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=21),
1069,247.4792867,127.0.0.1,127.0.0.1,MQTT,205,57679,1883,Publish Message [factory/room1/floor3],"{""unit"": ""K"", ""long"": 47, ""description"": ""Room Temperature"", ""lat"": 67, ""range"": [0, 30], ""type"": ""temperature""}"
1070,247.9045996,127.0.0.1,127.0.0.1,MQTT,206,47681,1883,Publish Message [metaverse/room1/area0],"{""unit"": ""C"", ""long"": 96, ""description"": ""Room Temperature"", ""lat"": 78, ""range"": [7, 60], ""type"": ""temperature""}"
1071,247.9047418,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=10),
1072,247.9047633,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=2),
1073,247.9047763,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=22),
1074,248.1530184,127.0.0.1,127.0.0.1,MQTT,199,57679,1883,Publish Message [hospital/room1],"{""unit"": ""C"", ""long"": 43, ""description"": ""Room Temperature"", ""lat"": 71, ""range"": [5, 33], ""type"": ""temperature""}"
1075,248.9659737,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=12),
1076,248.9659949,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=11),
1077,249.2844438,10.0.2.15,91.121.93.94,MQTT,199,46495,1883,Publish Message [factory/department2/area0],"{""unit"": ""F"", ""long"": 98, ""description"": ""Room Temperature"", ""lat"": 92, ""range"": [1, 59], ""type"": ""temperature""}"
1078,249.5620522,127.0.0.1,127.0.0.1,MQTT,210,38975,1883,Publish Message [hospital/facility2/floor3],"{""unit"": ""F"", ""long"": 65, ""description"": ""Room Temperature"", ""lat"": 60, ""range"": [1, 43], ""type"": ""temperature""}"
1079,250.0176109,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=8),
1080,250.2285914,127.0.0.1,127.0.0.1,MQTT,92,38975,1883,Publish Message [hospital/department2],
1081,250.234544,10.0.2.15,91.121.93.94,MQTT,207,56513,1883,Publish Message [factory/facility2/section2/deposit],"{""unit"": ""K"", ""long"": 92, ""description"": ""Room Temperature"", ""lat"": 62, ""range"": [0, 37], ""type"": ""temperature""}"
1082,250.3947684,127.0.0.1,127.0.0.1,MQTT,87,57679,1883,Publish Message [metaverse/room1],
1083,250.9435249,10.0.2.15,3.65.137.17,MQTT,85,41083,1883,Publish Message [metaverse/building2/area0],
1084,250.9574648,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=34),
1085,250.957527,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=5),
1086,250.9575651,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=6),
1087,250.957601,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=24),
1088,250.9959892,10.0.2.15,91.121.93.94,MQTT,196,46495,1883,Publish Message [factory/room1/section2],"{""unit"": ""F"", ""long"": 42, ""description"": ""Room Temperature"", ""lat"": 40, ""range"": [2, 31], ""type"": ""temperature""}"
1089,251.6040403,127.0.0.1,127.0.0.1,MQTT,212,57679,1883,Publish Message [hospital/building2/section2],"{""unit"": ""K"", ""long"": 54, ""description"": ""Room Temperature"", ""lat"": 97, ""range"": [3, 34], ""type"": ""temperature""}"
1090,252.0168242,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=34),
1091,252.0168904,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=11),
1092,252.1930807,10.0.2.15,91.121.93.94,MQTT,207,56513,1883,Publish Message [university/department2/room6/light],"{""unit"": ""C"", ""long"": 82, ""description"": ""Room Temperature"", ""lat"": 98, ""range"": [2, 33], ""type"": ""temperature""}"
1093,252.2242887,91.121.93.94,10.0.2.15,MQTT,207,1883,35239,Publish Message [university/department2/room6/light],"{""unit"": ""C"", ""long"": 82, ""description"": ""Room Temperature"", ""lat"": 98, ""range"": [2, 33], ""type"": ""temperature""}"
1094,252.2243788,91.121.93.94,10.0.2.15,MQTT,207,1883,43133,Publish Message [university/department2/room6/light],"{""unit"": ""C"", ""long"": 82, ""description"": ""Room Temperature"", ""lat"": 98, ""range"": [2, 33], ""type"": ""temperature""}"
1095,252.298971,127.0.0.1,127.0.0.1,MQTT,208,51249,1883,Publish Message [factory/building2/area0],"{""unit"": ""F"", ""long"": 94, ""description"": ""Room Temperature"", ""lat"": 70, ""range"": [0, 34], ""type"": ""temperature""}"
1096,252.5972039,127.0.0.1,127.0.0.1,MQTT,217,51249,1883,Publish Message [factory/facility2/area0/humidity],"{""unit"": ""F"", ""long"": 91, ""description"": ""Room Temperature"", ""lat"": 41, ""range"": [8, 34], ""type"": ""temperature""}"
1097,253.0797756,127.0.0.1,127.0.0.1,MQTT,210,51249,1883,Publish Message [factory/department2/area0],"{""unit"": ""K"", ""long"": 93, ""description"": ""Room Temperature"", ""lat"": 45, ""range"": [1, 37], ""type"": ""temperature""}"
1098,253.241743,127.0.0.1,127.0.0.1,MQTT,217,51249,1883,Publish Message [hospital/room1/room6/temperature],"{""unit"": ""K"", ""long"": 67, ""description"": ""Room Temperature"", ""lat"": 56, ""range"": [8, 30], ""type"": ""temperature""}"
